question_id,topic,difficulty,is_active,question_text,reference_law,reference_book,feedback,image,total_options,correct_option_indexes,option_1_text,option_1_is_correct,option_2_text,option_2_is_correct,option_3_text,option_3_is_correct,option_4_text,option_4_is_correct,option_5_text,option_5_is_correct,option_6_text,option_6_is_correct
399,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,El desgaste de la válvula de inflado se debe:,Presión e inflado,,"El desgaste de la válvula de inflado en los neumáticos se debe a la presión de inflado excesiva. Esto ocurre porque el neumático se arquea hacia afuera cuando recibe más aire del recomendado, disminuyendo la superficie de apoyo en los bordes. Esto no solo acorta la vida útil del neumático, sino que también compromete la seguridad y el rendimiento del vehículo",,3,2,Presión baja.,no,Presión excesiva de aire.,si,Deficiente alineación del tren delantero.,no,,,,,,
400,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿Que condiciones debe tener el cruce para que usted continué su marcha no obstante tenga luz verde?,Prioridad en cruces,,"➡️ Debe estar despejado, con mínimo 10 metros libres al otro lado del cruce.

Si no existe ese espacio, debes esperar, aunque tengas luz verde, para no quedar detenido dentro de la intersección (lo cual es una infracción y un riesgo).",,3,2,"Entrar al cruce lentamente,",no,Deben existir a lo menos 10 metros despejado pasado el cruce.,si,No tener la zona del cruce demarcado achurado..,no,,,,,,
401,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿Cual es distancia máxima que debe estacionar su vehículo de la cuneta y del vehículo de adelante.?,Lugares y reglas de estacionamiento,,"La distancia máxima que debe estacionar su vehículo de la cuneta es de 30 centímetros. Además, se debe dejar una distancia mínima de 60 centímetros respecto a otros vehículos estacionados para permitir la maniobrabilidad. En zonas rurales, el vehículo debe quedar completamente sobre la berma, y si no existe berma, lo más cerca posible de la cuneta.",,3,1,30 cm de la cuneta y 60 cm mínimo  del vehículo de adelante.,si,20 cm de la cuneta y 30 cm del vehículo de adelante.,no,30 cm y  30 cm.,no,,,,,,
402,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿Que luces debe llevar un vehículo en las vías publicas urbanas?,Uso general de luces,,"En las vías públicas urbanas, los vehículos deben circular con las luces bajas encendidas. De acuerdo con la normativa de tránsito, el uso de luces se rige bajo estas reglas:
Luces Bajas: Obligatorias en zonas urbanas durante la noche y en condiciones de baja visibilidad. También se recomiendan de día para aumentar la visibilidad.
Luces Altas: Están estrictamente prohibidas en zonas urbanas, ya que el alumbrado público suele ser suficiente y las luces altas pueden deslumbrar a otros conductores y peatones.
Luces de Posición: Deben estar encendidas siempre que se utilicen las bajas.
",,3,2,Luces altas.,no,Luces bajas.,si,Luces de estacionamiento.,no,,,,,,
403,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿A cuantos metros de un grifo de incendio y de un cuartel de bomberos puede estacionar?,Primeros auxilios,,"Lugares donde no debes estacionar:
Donde exista línea amarilla continua pintada a lo largo de la solera.
Frente a las puertas de garajes de casas particulares y de establecimientos comerciales.
A menos de 3 metros de las puertas de iglesias, establecimientos educacionales, hoteles y salas de espectáculos y entretenimientos, durante las horas de afluencia de público.
A menos de 5 metros de un grifo para incendios y 10 metros de un cuartel de bomberos.
A menos de 10 metros de una señal PARE, Ceda el Paso y señales de advertencia de peligro, tales como Escuela, Puente Angosto, Curva, etc.
A menos de 10 metros de la entrada de un cuartel de bombas, posta de primeros auxilios y hospitales.
A menos de 10 metros de una esquina.
A menos de 15 metros de la puerta principal de entrada a recintos militares, policiales o de Gendarmería de Chile.
A menos de 20 metros de una señal que indique una parada de vehículos de locomoción colectiva. A menos de 20 metros de un cruce ferroviario a nivel.",,3,1,A más 5 metros y 10 metros respectivamente.,si,A mas de 10 metros en ambos casos.,no,A  más de 8 y 5 metros respectivamente.,no,,,,,,
404,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,"¿A cuantos metros de una esquina, señal pare y ceda el paso debe estacionar?",Primeros auxilios,,"Lugares donde no debes estacionar:
Donde exista línea amarilla continua pintada a lo largo de la solera.
Frente a las puertas de garajes de casas particulares y de establecimientos comerciales.
A menos de 3 metros de las puertas de iglesias, establecimientos educacionales, hoteles y salas de espectáculos y entretenimientos, durante las horas de afluencia de público.
A menos de 5 metros de un grifo para incendios.
A menos de 10 metros de una señal PARE, Ceda el Paso y señales de advertencia de peligro, tales como Escuela, Puente Angosto, Curva, etc.
A menos de 10 metros de la entrada de un cuartel de bombas, posta de primeros auxilios y hospitales.
A menos de 10 metros de una esquina.
A menos de 15 metros de la puerta principal de entrada a recintos militares, policiales o de Gendarmería de Chile.
A menos de 20 metros de una señal que indique una parada de vehículos de locomoción colectiva. A menos de 20 metros de un cruce ferroviario a nivel.",,3,2,A 5 metros.,no,A 10 metros en todos los casos.,si,A 15 metros.,no,,,,,,
405,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,El conducir sin retirar totalmente el pie del embrague produce:,Embrague y transmisión,,"El conducir sin retirar totalmente el pie del embrague produce un desgaste prematuro de las piezas del sistema, especialmente del disco de embrague. Esta acción (conocida como ""llevar el pie en el embrague"") genera una fricción constante y calor excesivo, lo que reduce drásticamente la vida útil de los componentes y puede provocar que el embrague comience a patinar.",,3,3,Desgaste en el motor.,no,Desgaste en los frenos.,no,Desgaste prematuro en las balatas de embrague.,si,,,,,,
406,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,Al encender el testigo indicador de presión de aceite usted debe:,Lubricación y filtros,,"Al encender el testigo indicador de presión de aceite, es crucial actuar rápidamente para evitar daños graves al motor. Aquí hay una guía sobre lo que debe hacer:
Detener el vehículo de inmediato: Si el testigo se enciende, detenga el vehículo de forma segura y a páguelo para evitar daños adicionales. 

Revisar el nivel de aceite: Verifique el nivel de aceite en el motor y rellene si es necesario. Asegúrese de usar el aceite recomendado por el fabricante. 

Contactar a un profesional: Si el testigo se enciende y permanece encendido, contacte a un mecánico para un diagnóstico y reparación. 

Monitorear el nivel de aceite: Si el testigo se apaga después de rellenar el aceite, pero se enciende nuevamente, continúe monitoreando el nivel de aceite regularmente. 

Es fundamental seguir estas recomendaciones para mantener el motor en buen estado y prevenir problemas mecánicos más graves en el futuro.",questions/aceite.png,3,1,Detenerse inmediatamente y apagar el motor.,si,Detenerse en la próxima bencinera.,no,Detenerse solo si escucha ruidos en el motor.,no,,,,,,
407,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,La función del embrague es:,Embrague y transmisión,,"La función del embrague es conectar y desconectar la fuerza del motor hacia la caja de cambios. Esto permite realizar las siguientes acciones fundamentales:
Realizar cambios de marcha: Al desacoplar el motor de la transmisión, se pueden insertar las distintas velocidades sin dañar los engranajes.
Iniciar la marcha: Permite que el vehículo comience a moverse desde la detención de manera suave y progresiva.
Detener el vehículo: Evita que el motor se apague (se cale) cuando el auto se detiene por completo.
",,3,1,Conectar y desconectar la fuerza del motor a la caja de velocidades.,si,Realizar los cambios.,no,inyectar combustible.,no,,,,,,
408,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿Que tipo de vehículos deberán llevar luces frontales amarillas que indiquen claramente el alto y ancho del vehículo?,Uso general de luces,,"Los vehículos que deberán llevar luces frontales amarillas que indiquen su alto y ancho son los vehículos de carga y de transporte colectivo de pasajeros, cuya anchura sea superior a 2,10 metros. Estas luces, conocidas como luces de trocha o delimitadoras, permiten que otros conductores perciban con claridad las dimensiones reales del vehículo, especialmente de noche o en condiciones de baja visibilidad.",,3,3,Todos los vehículos.,no,Solo los de carga útil.,no,Todos los vehículos de carga útil superior a 800 kg. y los destinados al transporte colectivo de personas.,si,,,,,,
409,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,La distancia mínima entre un vehículo y otro al estacionar es:,Lugares y reglas de estacionamiento,,"La distancia mínima entre un vehículo y otro al estacionar es de 60 centímetros. De acuerdo con la Ley de Tránsito, al estacionar uno detrás de otro, se debe mantener esta separación para permitir la maniobra de salida de los vehículos involucrados. Además, recuerda que el vehículo debe quedar a una distancia no mayor a 30 centímetros de la cuneta.",,3,3,50 cm.,no,30 cm.,no,60 cm.,si,,,,,,
410,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿A cuantos metros de un cruce ferroviario a nivel se puede estacionar?,Lugares y reglas de estacionamiento,,"Artículo 155.- Se prohíbe además estacionar:
    1.- A menos de cinco metros de los grifos para incendio y de diez metros de la entrada de un cuartel de bombas o postas de primeros auxilios y hospitales;
    2.- A menos de veinte metros de un cruce ferroviario a nivel;

    3.- A menos de diez metros de una esquina;

    4.- A menos de veinte metros de las señales verticales que indiquen la existencia de una parada de vehículos de locomoción colectiva. Las Municipalidades podrán aumentar dicha distancia;

    5.- A menos de tres metros de las puertas de iglesias, establecimientos educacionales, hoteles y salas de espectáculos o de entretenimientos, durante las horas de afluencia de público o de funciones;

    6.- Frente a las puertas de los garajes de casas particulares y estacionamientos comerciales;

    7.- A menos de diez metros de un signo ""PARE"", ""CEDA EL PASO"", de advertencia de peligro, tales como ""ESCUELA"", ""CURVA"" o ""PUENTE ANGOSTO"", y

    8.- A menos de 15 metros de la puerta principal de entrada a recintos militares, policiales o de Gendarmería de Chile. Esta prohibición se indicará, a requerimiento de la respectiva institución u organismo, mediante señales oficiales, y no se aplicará a los vehículos de propiedad de las respectivas instituciones, ni a los vehículos que éstas autoricen al efecto.

    Las distancias establecidas en este artículo se entienden medidas por el costado de la acera correspondiente.",,3,3,A mas de 5 metros.,no,A menos de 20 metros.,no,A más de 20 metros.,si,,,,,,
411,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,Los vehículos que tengan sus neumáticos con sus bandas de rodadura desgastadas:,Reventón y adherencia,,"Los vehículos que tengan sus neumáticos con sus bandas de rodadura desgastadas tienen un mayor riesgo de sufrir aquaplaning y una mayor distancia de frenado, especialmente en pavimento mojado. El desgaste de los surcos impide que el neumático evacue el agua correctamente, lo que provoca la pérdida de adherencia y control sobre la dirección. Además, unos neumáticos en mal estado son más propensos a sufrir pinchazos o reventones.",,3,3,Podrán circular a velocidad baja.,no,Podrán circular a velocidad promedio.,no,No podrán circular.,si,,,,,,
412,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,La luz roja intermitente del semáforo indica:,Intermitentes y advertencia,,"Artículo 104.- Las indicaciones de los semáforos serán:
    1.- Luces no intermitentes:
    a) Luz verde: indica paso. Los vehículos que enfrenten el semáforo pueden continuar o virar a la derecha o a la izquierda, salvo que se prohíba la maniobra mediante una señal.
      Los peatones que enfrenten la luz verde, pueden cruzar la calzada por el paso correspondiente.
      Al encenderse la luz verde, los vehículos deberán ceder el paso a los que se encuentren atravesando el cruce y a los peatones que estén cruzando.
      El conductor que enfrente la luz verde, sólo avanzará si el vehículo tiene espacio suficiente para no bloquear el cruce.
    b) Luz amarilla: indica prevención. Los vehículos que enfrenten esta señal deberán detenerse antes de entrar al cruce, pues les advierte que el color rojo aparecerá a continuación.
      Si la luz amarilla los sorprende tan próximos al cruce que ya no puedan detenerse con suficiente seguridad, deberán continuar con precaución.
      Los peatones que enfrenten esta señal, deberán abstenerse de descender a la calzada y los que se encuentren en el paso para peatones tienen derecho a terminar el cruce.
    c) Luz roja: indica detención. Los vehículos que enfrenten esta señal deberán detenerse antes de la línea de detención o la línea de detención adelantada, en su caso, y no deberán avanzar hasta que se encienda la luz verde.
      Los peatones que enfrenten esta señal no deberán bajar a la calzada ni cruzarla.
    2.- Luces intermitentes:
    a) Una luz roja intermitente indica ""CEDA EL PASO"".
    b) Dos luces rojas intermitentes en forma alternada, significan que los vehículos que las enfrenten no deben sobrepasar la línea de detención, la línea de detención adelantada, en su caso, o, si no las hubiera, la vertical de la señal. Estas luces sólo podrán instalarse en cruces ferroviarios a nivel y para dar preferencia de paso a vehículos de bomberos o ambulancias que se incorporan a la vía.
    c) Luz amarilla intermitente, advierte peligro.
    3.- Indicaciones de flecha verde:
      La luz verde de un semáforo que contenga una flecha iluminada, significa que los vehículos sólo pueden tomar la dirección indicada por ésta.
      Las flechas que signifiquen autorización para seguir en línea recta tendrán la punta dirigida hacia arriba.
      La señal del semáforo que comprenda una o varias luces verdes suplementarias que contengan una o varias flechas, el hecho de iluminarse ésta o éstas significa, cualesquiera que sean las otras indicaciones que presente el semáforo, autorización para que los vehículos prosigan su marcha en el o los sentidos indicados por la o las flechas.
      La indicación de flecha verde intermitente tendrá el mismo significado que la luz amarilla, descrita en la letra b) del punto 1.
    4.- Indicaciones para vehículos de transporte público:
      Tratándose de pistas segregadas destinadas exclusiva y permanentemente a la circulación de vehículos que prestan servicio de transporte público de pasajeros, los semáforos podrán ser diferentes y en ellos se podrá reemplazar el color verde por el blanco.
    5.- Los semáforos destinados exclusivamente a los peatones o a los ciclistas se distinguirán por tener dibujado sobre la lente la figura de un peatón o de una bicicleta, según corresponda. Los colores tendrán el siguiente significado:
    a) La luz verde indica que los peatones o los ciclistas pueden cruzar la calzada o intersección, según sea el caso, por el paso correspondiente, esté o no demarcado.
    b) La luz roja indica que los peatones no pueden ingresar a la calzada ni cruzarla o que los ciclistas deben detenerse antes de la línea de detención.
    c) La luz verde intermitente significa que el período durante el cual los peatones o los ciclistas pueden atravesar la calzada está por concluir y se va a encender la luz roja, por lo que deben abstenerse de iniciar el cruce y, a su vez, permite a los que ya estén cruzando la calzada, terminar de atravesarla.",,3,2,Indica pare.,no,Ceda el paso.,si,Siga.,no,,,,,,
413,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,El derecho preferente de paso no regirá en el siguiente caso:,Incorporación a la vía,,"En los cruces regulados.
En aquellos cruces donde se haya determinado la preferencia mediante signos ""PARE"" o ""CEDA EL PASO"".
En las zonas rurales, donde tendrá preferencia el conductor del vehículo que circule por un camino principal, con respecto al que se aproxime o llegue por una vía secundaria.
Respecto de los vehículos que se vayan a incorporar a una zona de tránsito en rotación.
En los cruces donde se aproxime un vehículo tranvía, sea por la derecha o la izquierda.
Estas condiciones están establecidas en la Ley de Tránsito y son importantes para garantizar la seguridad vial",,3,2,En un cruce sin señales.,no,En un cruce regulado.,si,En un cruce no regulado.,no,,,,,,
414,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,"En un accidente, el solo echo de la infracción no determina:",Actuación en accidentes,,"El Artículo 171 de la Ley de Tránsito Nº18.290 establece que el mero hecho de la infracción no determina necesariamente la responsabilidad civil del infractor. Esto significa que, para que exista responsabilidad, debe demostrarse una relación directa de causa y efecto entre la infracción cometida y el daño ocasionado en el siniestro. En otras palabras, no basta con que la persona haya incumplido una norma (por ejemplo, estacionarse en un lugar indebido), sino que es necesario que dicha acción haya sido la causa real y directa del accidente. Si no existe esta relación causal, la infracción será sancionada como falta administrativa, pero no dará lugar a responsabilidad civil por los daños materiales o lesiones producidas",,3,2,"La  gravedad del accidente,",no,La responsabilidad civil del infractor.,si,Ninguna de las anteriores.,no,,,,,,
415,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,No estar atento a las condiciones de transito constituye:,Normas legales,,"PRESUNCIÓN DE RESPONSABILIDAD DEL CONDUCTOR, No estar atento a las condiciones del tránsito constituye una infracción grave. Esta falta es una de las causas principales de siniestros viales y suele estar asociada a distracciones como el uso del teléfono celular, manipular la radio o desatender el entorno. Según la Ley de Tránsito, las infracciones graves pueden conllevar una multa de 1 a 1,5 UTM y, en algunos casos, la suspensión de la licencia de conducir.",,3,1,Presunción de responsabilidad del conductor en caso de siniestro.,si,Causal de cancelación de licencia.,no,suspensión por 60 días.,no,,,,,,
416,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,Se presumirá culpabilidad del peatón cuando cruce:,Alcohol,,"Artículo 171.- Se presumirá la culpabilidad del peatón que cruce la calzada en lugar prohibido; del que pase por delante de un vehículo detenido habiendo tránsito libre en la vía respectiva; del que transite bajo la influencia del alcohol, drogas o estupefacientes y, en general, del que infringiere lo dispuesto en el artículo 162.",,3,2,El paso de peatones.,no,Lugar prohibido.,si,Paso de cebra.,no,,,,,,
417,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,Se presumirá culpabilidad del peatón cuando pase por:,Alcohol,,"Artículo 171.- Se presumirá la culpabilidad del peatón que cruce la calzada en lugar prohibido; del que pase por delante de un vehículo detenido habiendo tránsito libre en la vía respectiva; del que transite bajo la influencia del alcohol, drogas o estupefacientes y, en general, del que infringiere lo dispuesto en el artículo 162.",,3,1,Delante de un vehículo detenido hacia el transito libre.,si,Detrás de un vehículo.,no,El paso de peatones.,no,,,,,,
418,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,Indique el modo más simple de limpiar los bornes sulfatados de la batería:,Mantenimiento general,,"El modo más simple de limpiar los bornes sulfatados de la batería es utilizando agua con bicarbonato de sodio. Para hacerlo de forma segura, sigue estos pasos:
Desconexión: Desconecte primero el terminal negativo y luego el positivo.
Limpieza: Aplique la mezcla sobre los bornes y frote con un cepillo (puede ser un cepillo de dientes viejo o uno de alambre) para eliminar la costra blanca o verdosa.
Secado: Seque bien los bornes con un paño limpio.
Protección: Una vez limpios y conectados, puede aplicar una capa de vaselina o grasa para evitar que se vuelvan a sulfatar.
",questions/bateria.png,3,2,Con ácido.,no,Con bicarbonato.,si,Agua destilada.,no,,,,,,
419,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,En una pendiente pronunciada se debe utilizar:,Técnica de frenado,,"Al descender por una pendiente pronunciada, se debe utilizar una marcha baja como  freno motor para mantener el control del vehículo y evitar el sobrecalentamiento de los frenos.",,3,2,Permanentemente el freno de pie.,no,Enganchar en una marcha baja.,si,Presionar constantemente el embrague.,no,,,,,,
420,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,La bujía en los motores bencineros sirva para:,Mantenimiento general,,"Aquí tienes los puntos clave sobre su funcionamiento:
Función principal: Genera una chispa eléctrica en la cámara de combustión.
Efecto: Esa chispa provoca la explosión (combustión) que empuja los pistones y hace que el motor se mueva.
Ubicación: Solo se encuentran en motores de bencina (gasolina). Los motores diésel no usan bujías de chispa (usan bujías de incandescencia para calentar el aire).
Mantenimiento: Una bujía sucia, carbonizada o con el electrodo gastado causará que el auto pierda fuerza, gaste más combustible o tenga dificultades para encender
",questions/bujias.png,3,3,Mantener la corriente.,no,Calentar el aire que se mezcla con la bencina.,no,Producir la chispa para la explosión de la mezcla aire-bencina.,si,,,,,,
421,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿Que tipo de falta es llevar a un niño en condiciones inseguras?,Licencia de conducir,,"✔️ Transportar a un menor sin Sistema de Retención Infantil (SRI) o en condiciones inseguras es una infracción GRAVÍSIMA.
No usar el Sistema de Retención Infantil (SRI) para niños/as hasta 8 años, o
Niños/as menores de 12 años viajando adelante (con excepción de cabina simple y airbag desactivados.
Artículo 207.- Sin perjuicio de las multas que sean procedentes, el Juez decretará la suspensión de la licencia de conducir del infractor, en los casos y por los plazos que se indican a continuación:
    a) Infracción o contravención gravísima, de 5 a 45 días de suspensión;

    b) Tratándose de procesos por acumulación de infracciones, al responsable de dos infracciones o contravenciones gravísimas cometidas dentro de los últimos doce meses, la licencia se suspenderá de 45 a 90 días y al responsable de dos infracciones o contravenciones graves cometidas dentro de los últimos doce meses, de 5 a 30 días.",,3,3,Falta Grave.,no,Falta leve.,no,Falta gravísima y suspensión de licencia de 5  a 45 días.,si,,,,,,
422,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿Como evitar  los siniestros de tránsito por sueño o fatiga?,Fatiga y sueño,,"✔️ 1. Descansar antes de conducir

Evitar manejar cansado o con pocas horas de sueño.
El cansancio afecta la atención, los reflejos y la capacidad de reacción.

✔️ 2. Hacer pausas regulares durante viajes largos

Detenerse y descansar cada cierto tiempo para evitar la somnolencia y la pérdida de concentración.",,3,3,Preparando su  auto.,no,Durmiendo bien la noche anterior.,no,Descansar antes de conducir y hacer pausas regulares.,si,,,,,,
423,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,"En un accidente donde hay lesiones graves o la muerte, conduciendo en estado de ebriedad, será sancionado:",Actuación en accidentes,,"En Chile, bajo la Ley Emilia (Ley Nº 20.770), un conductor que cause lesiones gravísimas o la muerte mientras conduce en estado de ebriedad (0,8 g/l o más) será sancionado con las siguientes medidas: 
Cárcel efectiva: Deberá cumplir al menos 1 año de prisión efectiva antes de poder optar a cualquier beneficio de pena sustitutiva (como libertad vigilada).
Penas de presidio:
Lesiones gravísimas: De 3 años y un día a 5 años de presidio.
Resultado de muerte: De 3 años y un día hasta 10 años de presidio.
Inhabilidad perpetua: Se aplica la prohibición de por vida para conducir vehículos motorizados.
Multas: Pagos que oscilan entre 8 y 20 UTM.
Otras sanciones: Incautación del vehículo con el que se cometió el delito. 
Factores que agravan la pena La sanción se eleva (pudiendo llegar de 5 años y un día a 10 años en caso de muerte) si el conductor: 
Es reincidente en este tipo de delitos.
Es un conductor profesional en ejercicio de sus funciones.
Conduce con una licencia ya cancelada o inhabilitada.
",questions/Emilia.png,3,1,"Será sancionado con al menos 12 meses de presidio, multa y la suspensión o cancelación de la licencia de conducir.",si,Sera sancionado con al menos 10 meses de cárcel.,no,Solo suspensión de licencia.,no,,,,,,
424,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿Cual es la forma más segura de tomar el volante?,Control y maniobra,,"La forma más segura de tomar el volante, recomendada tanto por CONASET como por estándares internacionales de seguridad, es la posición de las ""9 y cuarto"" (o 9:15) comparando el volante con la esfera de un reloj.¿Por qué esta posición?
Control y Precisión: Permite realizar giros de hasta 180 grados en ambas direcciones sin soltar el volante, lo que es vital en maniobras de emergencia.
Seguridad con el Airbag: Si el airbag se despliega, tus brazos serán lanzados hacia afuera y no hacia tu cara, evitando lesiones graves en muñecas o nariz.
Menor Fatiga: Los hombros y la espalda se mantienen en una posición más natural y relajada. 
Reglas clave de sujeción:
Ambas manos siempre: Debes conducir con las dos manos puestas en el volante, excepto cuando necesites accionar un mando (como la palanca de cambios o el señalizador).
Los dedos pulgares: No deben ""abrazar"" o cerrarse por dentro del volante. Deben apoyarse sobre el aro para evitar fracturas si el volante gira bruscamente tras un impacto.
Firmeza, no tensión: Debes sujetarlo con firmeza suficiente para sentir las irregularidades de la vía, pero sin tensar los músculos, lo que restaría agilidad.
NUNCA cruzar los brazos: Al realizar giros amplios, se debe usar la técnica de ""manos sobre manos"", pero evitando bloquear el centro del volante por donde sale el airbag. 
Dato para el examen: En el examen práctico, el examinador se fijará en que nunca sueltes el volante con ambas manos al mismo tiempo y que no lo tomes por los radios interiores.",questions/volante.png,3,1,Formato manijas del reloj 9:15,si,Con una mano.,no,Una mano por abajo y otra en la parte superior del volante.,no,,,,,,
425,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿Que prohíbe la ultima Ley no chat?,Licencia de conducir,,"La Ley “No Chat” en Chile (Ley 21.377), vigente desde 2021, prohíbe que la persona conductora:
🚫 Use o manipule cualquier dispositivo móvil o electrónico mientras conduce

Esto incluye: Chatear, escribir o leer mensajes, hablar por teléfono sosteniendo el equipo con la mano, manipular aplicaciones (WhatsApp, redes sociales, GPS, etc.)
Cualquier uso que implique mirar o interactuar con la pantalla del celular mientras manejas

✔ Lo único permitido
Solo se puede usar sistema manos libres, siempre que:
No debas manipular el teléfono
No requiera interacción manual mientras conduces
📌 Sanciones
La Ley No Chat tipifica esta conducta como infracción gravísima, lo que implica:
Multa alta, suspensión de la licencia
Mayor responsabilidad en caso de siniestro por lo tan NO:

“Conducir un vehículo manipulando un dispositivo de telefonía móvil o cualquier otro artefacto electrónico o digital, que no venga incorporado de fábrica en él, excepto si la acción se realiza a través de un sistema de manos libres…”",,3,1,Use o manipule cualquier dispositivo móvil o electrónico mientras conduce,si,Escuchar la radio de su auto.,no,Usar el equipo de manos libres.,no,,,,,,
426,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿Cual es el elemento reduce significativamente la probabilidad de producir lesiones en la cabeza en un ciclista?,Sobrepaso de ciclistas,,"El elemento que reduce significativamente la probabilidad de sufrir lesiones en la cabeza es el casco protector. En el caso de ciclistas y motociclistas, su uso es fundamental y obligatorio, ya que absorbe gran parte de la energía del impacto en caso de caída o colisión, evitando fracturas craneales y daños cerebrales graves.",,3,3,Mascara antisudoral.,no,Antiparras.,no,Casco.,si,,,,,,
427,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿Que puede causar el uso incorrecto de cinturón de seguridad?,Cinturón de seguridad,,"El uso incorrecto del cinturón de seguridad, genera lesiones importantes en los órganos ubicados en la zona abdominal como hígado, intestinos, vejiga y riñones, que pueden comprometer seriamente la vida.”",,3,3,En el cuello.,no,No pasa nada.,no,Lesiones graves en los órganos ubicados en la zona abdominal.,si,,,,,,
428,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿Que hacer si una persona embarazada esta involucrada en un accidente de tránsito?,Actuación en accidentes,,"Si una persona embarazada está involucrada en un accidente, lo principal es solicitar asistencia médica de inmediato, incluso si ella manifiesta no tener lesiones visibles. Las acciones clave son:
Evaluación Médica: Es fundamental que sea evaluada por profesionales, ya que pueden existir complicaciones internas o riesgos para el feto que no son evidentes al momento del siniestro.
Tranquilizar a la víctima: Ayúdela a mantener la calma para evitar crisis de angustia que puedan afectar su estado.
No moverla innecesariamente: Al igual que con cualquier herido, evite movimientos bruscos a menos que exista un riesgo inminente (como incendio).
Informar al personal de emergencia: Al llamar al 131 (SAMU), mencione claramente el estado de embarazo para que la prioridad y el equipo de atención sean los adecuados.
",,3,3,Recostarla en la sombra.,no,Avisar a sus familiares.,no,Buscar atención medica inmediata aunque no tenga lesiones visibles.,si,,,,,,
429,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿Que documentos esta obligado a portar siempre  en el vehículo? Multirespuesta.,Licencia de conducir,,"Documento	Obligatorio

Permiso de circulación	✔
SOAP	✔
Revisión Técnica / Certificado de Emisiones (o certificado de homologación si corresponde)	✔
Placa patente instalada y visible	✔
Licencia de conducir	✔ (portada por la persona conductora)",,4,"1, 2, 3",Permiso de circulación.,si,Revisión técnica y análisis de gases.,si,SOAP.,si,Padrón.,no,,,,
430,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿Que significa que un carabinero este de frente o de espaldas dirigiendo el tránsito?,Normas legales,,"🚫 SIGNIFICA DETENERSE
El libro lo indica claramente:
“Carabineros vistos de frente o de espalda: indican detención.”
✔ Interpretación práctica

Si ves a un carabinero:
De frente a ti → debes detenerte.
De espaldas a ti → también debes detenerte.
Solo cuando el carabinero está de costado permite avanzar.",,3,2,Avanzar.,no,Detenerse.,si,Precaución.,no,,,,,,
431,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,"En Chile, el mes en que debes realizar la Revisión Técnica depende del último dígito de la patente. ¿Si su patente termina en 7?",Documentación obligatoria,,"Existe el calendario de revisión técnica.
Último dígito
Mes correspondiente
0
Enero
1
Abril
2
Mayo
3
Junio
4
Julio
5
Agosto
6
Septiembre
7
Octubre
8
Noviembre
9
Febrero
Nota: Los meses de Marzo y Diciembre no tienen un dígito asignado, ya que se destinan principalmente a rezagados y trámites de permisos de circulación.
",questions/revisiontec.png,4,1,octubre.,si,Febrero.,no,septiembre,no,Marzo,no,,,,
